College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,image
"Government Degree College, Kathua ",Jammu,Science,--,--,6.3,7,6.1,7.3,6.4,4.9,6.3,"/images/Government_Degree_College,_Kathua.png"
Sant Rocha Singh Degree College ,Jammu,Science,--,--,--,--,--,--,--,--,--,/images/Sant_Rocha_Singh_Degree_College.png
Bhargava Degree College ,Jammu,Science,--,--,--,--,--,--,--,--,--,/images/Bhargava_Degree_College.png
Baba Ghulam Shah Badshah University ,Jammu,Science,"2,09,750","67,500",7.2,7.9,7.6,7.4,7.1,5.9,7.1,/images/Baba_Ghulam_Shah_Badshah_University.png
"Central University of Jammu, Jammu ",Jammu,Science,"11,715","11,715",8.2,8.4,7.8,8.5,8.6,7.3,8.5,"/images/Central_University_of_Jammu,_Jammu.png"
Central University of Kashmir ,Jammu,Science,"16,900","30,000",7.8,8.2,7.8,8.4,7.2,7.4,7.6,/images/Central_University_of_Kashmir.png
University of Kashmir ,Jammu,Science,"27,800","30,000",6.7,7,6.9,7.1,7.2,5.1,6.8,/images/University_of_Kashmir.png
"Govt. Gandhi Memorial Science College, Jammu ",Jammu,Science,"6,595",--,6.7,7.3,6.1,7.9,6.8,4.2,7.6,"/images/Govt._Gandhi_Memorial_Science_College,_Jammu.png"
"Gandhi Memorial College, Srinagar ",Jammu,Science,--,--,5.6,6.7,4.4,7.9,5.7,3.3,5.6,"/images/Gandhi_Memorial_College,_Srinagar.png"
"Government Degree College, Baramulla ",Jammu,Science,"2,814",--,7.4,8.2,6.4,8.4,8,6.3,7.3,"/images/Government_Degree_College,_Baramulla.png"
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Chandigarh,Science,"37,200","22,900",8.2,8.4,8,8.5,8.2,7.6,8.4,/images/Mehr_Chand_Mahajan_Dayanand_Anglo_Vedic_College.png
"Post Graduate Government College, Chandigarh ",Chandigarh,Science,"26,590","53,760",7.7,8.4,7.3,8.4,7.4,6.5,7.9,"/images/Post_Graduate_Government_College,_Chandigarh.png"
"Government Home Science College, Chandigarh ",Chandigarh,Science,"87,060","55,530",9.1,8.7,9.3,9.3,8.7,8.7,9.7,"/images/Government_Home_Science_College,_Chandigarh.png"
Goswami Ganesh Dutt Sanatan Dharama College ,Chandigarh,Science,"24,500",--,8.1,8.6,7.6,8.5,8.1,7.1,8.8,/images/Goswami_Ganesh_Dutt_Sanatan_Dharama_College.png
Post Graduate Institute of Medical Education & ,Chandigarh,Science,"7,320","3,470",8,8.3,6.8,8.8,8.2,8,8,/images/Post_Graduate_Institute_of_Medical_Education_&.png
Panjab University ,Chandigarh,Science,"12,700","12,000",7.7,8.2,7.7,8,7.7,6.5,8.2,/images/Panjab_University.png
Government Medical College and Hospital ,Chandigarh,Science,"9,500","26,054",7.9,8.7,7,8.5,8.2,6.9,8.3,/images/Government_Medical_College_and_Hospital.png
"Chitkara School of Hospitality -[CSH], Chandigarh ",Chandigarh,Science,--,--,8.4,8.7,7,9,8.3,8.7,8.5,"/images/Chitkara_School_of_Hospitality_-[CSH],_Chandigarh.png"
"University Institute of Tourism and Hospitality Management, ",Chandigarh,Science,"1,16,000",--,9.6,9.8,9.4,9.8,9.6,9.6,9.6,"/images/University_Institute_of_Tourism_and_Hospitality_Management,.png"
Punjab Engineering College University of Technology ,Chandigarh,Science,"28,000",--,8,7.9,7.3,7.6,7.7,8.4,9,/images/Punjab_Engineering_College_University_of_Technology.png
"University School of Business, Chandigarh University ",Chandigarh,Science,"60,000",--,9.1,9.1,8.8,9.1,9.2,9.3,8.9,"/images/University_School_of_Business,_Chandigarh_University.png"
DAV College ,Chandigarh,Science,"29,065","58,910",8,8.4,7.4,8.3,8,6.8,8.8,/images/DAV_College.png
"Morph Academy, Chandigarh ",Chandigarh,Science,"70,000","80,000",8.3,9,6,9,8.5,8.5,9,"/images/Morph_Academy,_Chandigarh.png"
"Post Graduate Government College for Girls, Chandigarh ",Chandigarh,Science,"21,550","27,400",8.1,8.6,8.4,8.9,8.2,6.1,8.5,"/images/Post_Graduate_Government_College_for_Girls,_Chandigarh.png"
"University Institute of Engineering and Technology -[UIET], ",Chandigarh,Science,--,--,7.4,7.5,7.5,7.4,7,7,8.2,"/images/University_Institute_of_Engineering_and_Technology_-[UIET],.png"
LM Thapar School of Management ,Chandigarh,Science,"1,13,460",--,7.9,7.7,8.1,8,7.9,7.7,7.8,/images/LM_Thapar_School_of_Management.png
"Guru Gobind Singh College for Women, Chandigarh ",Chandigarh,Science,"81,574",--,6.5,7.5,5.5,8.3,6,3.7,8,"/images/Guru_Gobind_Singh_College_for_Women,_Chandigarh.png"
Institute of Technology and Future Management Trends ,Chandigarh,Science,--,--,7,6.8,7.3,6.6,7,6.6,7.4,/images/Institute_of_Technology_and_Future_Management_Trends.png
"IITT Institutions, Chandigarh ",Chandigarh,Science,"50,850","46,850",--,--,--,--,--,--,--,"/images/IITT_Institutions,_Chandigarh.png"
Dr. S. S. Bhatnagar University Institute of ,Chandigarh,Science,"33,065",--,7.1,7,7.9,6.9,5.7,7.1,8,/images/Dr._S._S._Bhatnagar_University_Institute_of.png
"Gurukul Vidyapeeth, Chandigarh ",Chandigarh,Science,--,--,3.5,5,3,4,3,2,4,"/images/Gurukul_Vidyapeeth,_Chandigarh.png"
"Dev Samaj College for Women, Chandigarh ",Chandigarh,Science,"24,700",--,8.3,8.3,8.7,9.4,8.3,6.5,8.4,"/images/Dev_Samaj_College_for_Women,_Chandigarh.png"
Indian National Portage Association ,Chandigarh,Science,"2,000",--,--,--,--,--,--,--,--,/images/Indian_National_Portage_Association.png
Inter National Institute of Fashion Design ,Chandigarh,Science,"21,000",--,7.4,7.5,5.7,8.5,6,7.8,8.6,/images/Inter_National_Institute_of_Fashion_Design.png
International Institute of Fashion Technology ,Chandigarh,Science,"52,000",--,8.7,9.3,8.7,9,9,8,8.3,/images/International_Institute_of_Fashion_Technology.png
Shivalik Institute of Paramedical Technology ,Chandigarh,Science,"80,000","60,000",7.7,8.5,7.3,7.8,7.3,7.3,7.8,/images/Shivalik_Institute_of_Paramedical_Technology.png
"Bhavik College of Management and Information Technology, ",Chandigarh,Science,--,--,--,--,--,--,--,--,--,"/images/Bhavik_College_of_Management_and_Information_Technology,.png"
"Artex Informatic Solutions, Chandigarh ",Chandigarh,Science,--,--,--,--,--,--,--,--,--,"/images/Artex_Informatic_Solutions,_Chandigarh.png"
"Anovus Institute of Clinical Research, Chandigarh ",Chandigarh,Science,--,--,--,--,--,--,--,--,--,"/images/Anovus_Institute_of_Clinical_Research,_Chandigarh.png"
"Dibrugarh University, Dibrugarh ",Assam,Commerce,"6,000","4,880",7.8,7.9,7.7,8,8.4,6.5,8.2,"/images/Dibrugarh_University,_Dibrugarh.png"
Tezpur University ,Assam,Commerce,"30,186","30,186",8,8.2,8,7.9,8.8,6.7,8.5,/images/Tezpur_University.png
Royal Global University ,Assam,Commerce,"1,20,000","67,000",7.6,7.8,6.6,8,9,6.5,7.7,/images/Royal_Global_University.png
"Dispur College, Guwahati ",Assam,Commerce,"8,890",--,6.1,6.9,4.6,7.4,6.3,4.5,7,"/images/Dispur_College,_Guwahati.png"
"Guwahati College, Guwahati ",Assam,Commerce,--,--,6.8,7.1,5.8,7.8,6.6,5.9,7.3,"/images/Guwahati_College,_Guwahati.png"
Arya Vidyapeeth College ,Assam,Commerce,"6,300","2,500",7.1,7.7,6.5,8.7,7,5,7.4,/images/Arya_Vidyapeeth_College.png
Assam Don Bosco University ,Assam,Commerce,"93,000","94,000",7.8,8.3,7.8,8.1,8.8,6.4,7.3,/images/Assam_Don_Bosco_University.png
Gauhati University ,Assam,Commerce,"14,090",--,8.2,8.4,7.5,8.7,8.4,7.2,8.7,/images/Gauhati_University.png
NERIM Group of Institutions ,Assam,Commerce,"65,200","55,200",7.1,7.7,6.1,7.5,7.8,6.9,6.6,/images/NERIM_Group_of_Institutions.png
"Lalit Chandra Bharali College, Guwahati ",Assam,Commerce,"7,740",--,7.1,7.5,6.8,7.8,8.3,5.2,6.8,"/images/Lalit_Chandra_Bharali_College,_Guwahati.png"
"Pragjyotish College, Guwahati ",Assam,Commerce,"16,000",--,6.5,7.3,5.8,7.6,7.3,4.3,6.9,"/images/Pragjyotish_College,_Guwahati.png"
Assam Rajiv Gandhi University of Cooperative Management ,Assam,Commerce,"22,000",--,8.4,9,7.5,9,8.5,8,8.5,/images/Assam_Rajiv_Gandhi_University_of_Cooperative_Management.png
"BH College, Barpeta ",Assam,Commerce,--,--,7.2,7.7,6.6,8.4,7.9,4.4,7.9,"/images/BH_College,_Barpeta.png"
"Bagadhar Barahma Kishan College, Baksa ",Assam,Commerce,"2,300",--,--,--,--,--,--,--,--,"/images/Bagadhar_Barahma_Kishan_College,_Baksa.png"
"Barpeta Girls College, Barpeta ",Assam,Commerce,"5,660",--,--,--,--,--,--,--,--,"/images/Barpeta_Girls_College,_Barpeta.png"
Bhawanipur Hastinapur Bijni College ,Assam,Commerce,"5,000",--,9.2,--,--,--,--,--,--,/images/Bhawanipur_Hastinapur_Bijni_College.png
"Bhola Nath College, Dhubri ",Assam,Commerce,"9,480",--,7.3,8.5,6,8,8,5,8.5,"/images/Bhola_Nath_College,_Dhubri.png"
"Bihpuria College, Lakhimpur ",Assam,Commerce,"5,540",--,7.5,8,7.5,8.7,7.5,6,7,"/images/Bihpuria_College,_Lakhimpur.png"
"Bikali College, Goalpara ",Assam,Commerce,"4,745","1,500",7.6,8.5,7.5,8.5,8,7,6,"/images/Bikali_College,_Goalpara.png"
"Biswanath College, Sonitpur ",Assam,Commerce,"12,260",--,8.2,9.8,8.3,--,--,--,--,"/images/Biswanath_College,_Sonitpur.png"
"Bongaigaon College, Bongaigaon ",Assam,Commerce,--,--,8.2,8.5,8,8.6,7.8,7.9,8.3,"/images/Bongaigaon_College,_Bongaigaon.png"
"Cachar College, Silchar ",Assam,Commerce,"11,080",--,7.6,8.1,6.8,8.4,7.7,6.7,8.1,"/images/Cachar_College,_Silchar.png"
"Chaiduar College, Sonitpur ",Assam,Commerce,"6,000",--,8,8.3,7.3,8.7,8,7.7,8,"/images/Chaiduar_College,_Sonitpur.png"
Chandra Kamal Bezbaruah College ,Assam,Commerce,--,--,--,--,--,--,--,--,--,/images/Chandra_Kamal_Bezbaruah_College.png
"Dakshin Kamrup College, Nalbari ",Assam,Commerce,"10,300",--,7,7.8,6.1,7.8,7.4,5.6,7.1,"/images/Dakshin_Kamrup_College,_Nalbari.png"
"Darrang College, Tezpur ",Assam,Commerce,"9,100",--,7.8,8.6,6.8,8.4,8.1,6.9,8,"/images/Darrang_College,_Tezpur.png"
"Dhemaji Commerce College, Dhemaji ",Assam,Commerce,--,--,--,--,--,--,--,--,--,"/images/Dhemaji_Commerce_College,_Dhemaji.png"
"Dhing College, Nagaon ",Assam,Commerce,--,--,--,--,--,--,--,--,--,"/images/Dhing_College,_Nagaon.png"
"Dibru College, Dibrugarh ",Assam,Commerce,--,--,7.6,8.1,7.2,7.9,7.6,7,7.9,"/images/Dibru_College,_Dibrugarh.png"
"Digboi College, Dibrugarh ",Assam,Commerce,"12,970",--,7.9,8.3,7.4,8.5,7.9,7.2,8.1,"/images/Digboi_College,_Dibrugarh.png"
"Gaya College, Gaya ",Bihar,Commerce,"1,390","2,660",7.1,7.8,6,7.8,7.7,5.6,7.8,"/images/Gaya_College,_Gaya.png"
Ram Krishna Dwarika College ,Bihar,Commerce,"2,300",--,6.9,7.8,6.1,7.7,7,5.1,7.6,/images/Ram_Krishna_Dwarika_College.png
"Magadh Mahila College, Patna ",Bihar,Commerce,"20,175",--,7.8,8.5,7.3,9,8,6.1,7.8,"/images/Magadh_Mahila_College,_Patna.png"
Tilka Manjhi Bhagalpur University ,Bihar,Commerce,"2,850",--,7.5,7.7,6.8,8.1,7.6,6.4,8.1,/images/Tilka_Manjhi_Bhagalpur_University.png
Magadh University ,Bihar,Commerce,--,--,6,7.1,5,6.9,6.4,4.7,5.8,/images/Magadh_University.png
"Vanijya Mahavidhyalaya, Patna ",Bihar,Commerce,"2,790",--,--,--,--,--,--,--,--,"/images/Vanijya_Mahavidhyalaya,_Patna.png"
Patna Women's College ,Bihar,Commerce,--,--,7.8,8.3,7.3,8.2,8.6,6.2,8.1,/images/Patna_Women's_College.png
Ram Lakhan Singh Yadav College ,Bihar,Commerce,--,--,--,--,--,--,--,--,--,/images/Ram_Lakhan_Singh_Yadav_College.png
"Amity University, Patna ",Bihar,Commerce,"95,000",--,7.8,8.5,7.2,7.8,7.7,7.8,7.9,"/images/Amity_University,_Patna.png"
Aryabhatta Knowledge University ,Bihar,Commerce,--,--,8,8.7,7.1,8.1,8.3,7.6,8.1,/images/Aryabhatta_Knowledge_University.png
Indian Institute of Management ,Bihar,Commerce,--,--,8.7,8.6,8.5,8.9,8.6,8.9,8.7,/images/Indian_Institute_of_Management.png
"College of Commerce, Arts & Science, Patna ",Bihar,Commerce,--,--,6.9,7.9,4.7,8.1,7.6,5.6,7.3,"/images/College_of_Commerce,_Arts_&_Science,_Patna.png"
Patna University ,Bihar,Commerce,"9,000","8,000",7,7.6,6.2,8.2,7.3,5.1,7.4,/images/Patna_University.png
Catalyst Institute of Management and Advance Global ,Bihar,Commerce,--,--,8.3,8.8,7.7,8.8,8.2,8.7,7.7,/images/Catalyst_Institute_of_Management_and_Advance_Global.png
Gopal Narayan Singh University ,Bihar,Commerce,"16,000","20,000",8.5,8.6,8.6,8.2,8.9,8.1,8.4,/images/Gopal_Narayan_Singh_University.png
Nalanda Open University ,Bihar,Commerce,"2,400","4,400",7.3,9,5.8,8.3,7.2,5.4,7.8,/images/Nalanda_Open_University.png
"St Xavier's College of Management and Technology, ",Bihar,Commerce,"56,000",--,8.3,8.8,7.6,8.7,8.4,7.4,8.9,"/images/St_Xavier's_College_of_Management_and_Technology,.png"
"Moti Babu Institute of Technology- [MBIT], Patna ",Bihar,Commerce,--,--,9.5,--,--,--,--,--,--,"/images/Moti_Babu_Institute_of_Technology-_[MBIT],_Patna.png"
"Buddha Institute of Technology- [BIT], Gaya ",Bihar,Commerce,--,--,7.4,7.3,7,8,7,7,8,"/images/Buddha_Institute_of_Technology-_[BIT],_Gaya.png"
"B.M.D. College, Vaishali ",Bihar,Commerce,--,--,7.6,8.7,8,8.3,6.7,7.3,6.7,"/images/B.M.D._College,_Vaishali.png"
Bhuwaneshwari Dayal College ,Bihar,Commerce,--,--,7.2,8.2,6.3,8.4,7.6,5.3,7.1,/images/Bhuwaneshwari_Dayal_College.png
"Daudnagar College, Aurangabad ",Bihar,Commerce,--,--,5.4,7,2,9,5,2.5,7,"/images/Daudnagar_College,_Aurangabad.png"
"Forbesganj College, Araria ",Bihar,Commerce,--,--,6.8,6.7,6.7,8,7,4.7,7.7,"/images/Forbesganj_College,_Araria.png"
"GDM College, Harnaut ",Bihar,Commerce,"1,038",--,6.7,8,2,7,--,--,--,"/images/GDM_College,_Harnaut.png"
"H.D. Jain College, Arrah ",Bihar,Commerce,"1,800","2,700",7,8.1,5.7,7.7,6.7,6.4,7.1,"/images/H.D._Jain_College,_Arrah.png"
"K.B. Jha College, Katihar ",Bihar,Commerce,"1,339",--,7.7,8.8,7,8.8,6.8,6.3,8.3,"/images/K.B._Jha_College,_Katihar.png"
Kanhai Lal Sahu College ,Bihar,Commerce,--,--,6.7,7,6,7.5,7.6,5.8,6.5,/images/Kanhai_Lal_Sahu_College.png
Langat Singh College ,Bihar,Commerce,--,--,7.5,8,7.1,8.1,7.7,6.7,7.4,/images/Langat_Singh_College.png
"M.V. College, Buxar ",Bihar,Commerce,"1,500","3,000",6.5,6.3,4.8,7.9,6.8,5.5,7.7,"/images/M.V._College,_Buxar.png"
Government Jamuna Prasad Verma Post Graduate Arts ,Chhattisgarh,Commerce,"1,063",--,5.3,6,3,8,5,3,7,/images/Government_Jamuna_Prasad_Verma_Post_Graduate_Arts.png
"Mahant Laxminarayan Das College, Raipur ",Chhattisgarh,Commerce,--,--,6.6,7,4,7.5,7,7,7,"/images/Mahant_Laxminarayan_Das_College,_Raipur.png"
Pt. Ravishankar Shukla University ,Chhattisgarh,Commerce,--,--,6.1,7,4.8,6.8,6.8,4.1,6.8,/images/Pt._Ravishankar_Shukla_University.png
"MATS University, Raipur ",Chhattisgarh,Commerce,"75,000","75,000",7.4,7.4,7,7.8,7.4,7.2,7.4,"/images/MATS_University,_Raipur.png"
"Government Mahaprabhu Vallabhacharya Post Graduate College, Mahasamund ",Chhattisgarh,Commerce,"1,111","1,231",--,--,--,--,--,--,--,"/images/Government_Mahaprabhu_Vallabhacharya_Post_Graduate_College,_Mahasamund.png"
"Amity University, Raipur ",Chhattisgarh,Commerce,"54,000","50,000",7.8,7.8,8.3,8,8,6.3,8.2,"/images/Amity_University,_Raipur.png"
"ITM University, Raipur ",Chhattisgarh,Commerce,"42,000",--,7.4,8,6.4,7,8.3,7.2,7.6,"/images/ITM_University,_Raipur.png"
OP Jindal University ,Chhattisgarh,Commerce,"96,000",--,8.9,9.1,8.3,9,9.5,8.4,9,/images/OP_Jindal_University.png
"ICFAI University, Raipur ",Chhattisgarh,Commerce,"45,000",--,8.6,8.6,8.4,8.8,8.8,8.6,8.4,"/images/ICFAI_University,_Raipur.png"
Shri Shankaracharya Institute of Professional Management and ,Chhattisgarh,Commerce,"32,000",--,8,8.3,7.7,8.6,7.8,7.7,7.9,/images/Shri_Shankaracharya_Institute_of_Professional_Management_and.png
Shri Rawatpura Sarkar University ,Chhattisgarh,Commerce,"24,200","31,200",8.5,9,8,8.5,8.5,8.5,8.5,/images/Shri_Rawatpura_Sarkar_University.png
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Commerce,"11,000","14,000",6.4,7.5,7,6,7.5,5.3,5,/images/Maharishi_University_of_Management_and_Technology_Bilaspur.png
KK Modi University ,Chhattisgarh,Commerce,"83,500",--,7.5,8.5,6,--,7.5,8,--,/images/KK_Modi_University.png
"Rungta Group of Institutions Bhilai Campus, Bhilai ",Chhattisgarh,Commerce,"20,000",--,8.6,9.1,8.7,7.9,9.2,9.1,7.6,"/images/Rungta_Group_of_Institutions_Bhilai_Campus,_Bhilai.png"
Kruti Institute of Technology and Engineering ,Chhattisgarh,Commerce,--,--,7.9,8.3,7.7,8.3,9.5,6.5,7.3,/images/Kruti_Institute_of_Technology_and_Engineering.png
"ISBM University, Raipur ",Chhattisgarh,Commerce,"18,900","23,900",--,--,--,--,--,--,--,"/images/ISBM_University,_Raipur.png"
"Disha College of Management Studies- [DCMS], Raipur ",Chhattisgarh,Commerce,--,--,8,8,8,8.3,8.3,7.3,8,"/images/Disha_College_of_Management_Studies-_[DCMS],_Raipur.png"
"Rungta Group of Institutions Raipur Campus, Raipur ",Chhattisgarh,Commerce,"15,000",--,8.7,9,8,8,9,9,9,"/images/Rungta_Group_of_Institutions_Raipur_Campus,_Raipur.png"
"MATS School of Business Studies, Raipur ",Chhattisgarh,Commerce,"75,000","23,000",7.3,8.2,5.4,--,8.1,7.5,--,"/images/MATS_School_of_Business_Studies,_Raipur.png"
"Bhilai Mahila Mahavidyalaya, Durg ",Chhattisgarh,Commerce,"15,000","17,000",6.6,6.7,5.3,7.3,7,5.5,7.5,"/images/Bhilai_Mahila_Mahavidyalaya,_Durg.png"
"Christ College, Bastar ",Chhattisgarh,Commerce,--,--,7.7,--,--,9,--,5,9,"/images/Christ_College,_Bastar.png"
"D.L.S. P.G. College, Bilaspur ",Chhattisgarh,Commerce,"6,000","11,000",--,--,--,--,--,--,--,"/images/D.L.S._P.G._College,_Bilaspur.png"
"Durga Mahavidyalaya, Raipur ",Chhattisgarh,Commerce,--,--,4.7,5,4,5.3,4.3,3,6.3,"/images/Durga_Mahavidyalaya,_Raipur.png"
"Ghanshyam Singh Arya Kanya Mahavidyalaya, Durg ",Chhattisgarh,Commerce,"4,100",--,--,--,--,--,--,--,--,"/images/Ghanshyam_Singh_Arya_Kanya_Mahavidyalaya,_Durg.png"
"Government DB Girl's Post Graduate College, Raipur ",Chhattisgarh,Commerce,"1,730","7,852",3.9,6,--,4,4,2.5,3,"/images/Government_DB_Girl's_Post_Graduate_College,_Raipur.png"
"Government Digvijay Autonomous College, Rajnandgaon ",Chhattisgarh,Commerce,--,--,--,--,--,--,--,--,--,"/images/Government_Digvijay_Autonomous_College,_Rajnandgaon.png"
"Government Maharishi Valmiki College, Kanker ",Chhattisgarh,Commerce,783,--,--,--,--,--,--,--,--,"/images/Government_Maharishi_Valmiki_College,_Kanker.png"
"Government Ram Bhajan Rai NES College, Jashpur ",Chhattisgarh,Commerce,--,--,--,--,--,--,--,--,--,"/images/Government_Ram_Bhajan_Rai_NES_College,_Jashpur.png"
"Government Shahid Kaushal Yadav College, Balod ",Chhattisgarh,Commerce,--,--,--,--,--,--,--,--,--,"/images/Government_Shahid_Kaushal_Yadav_College,_Balod.png"
"Ranchi University, Ranchi ",Jharkhand,Commerce,"2,850","2,350",7.5,7.9,6.8,8,8.3,6.2,7.8,"/images/Ranchi_University,_Ranchi.png"
St. Xavier's College ,Jharkhand,Commerce,"49,100","32,300",8,8.5,7.5,8.3,8.4,6.9,8.2,/images/St._Xavier's_College.png
YBN University ,Jharkhand,Commerce,"1,03,000","17,600",8.2,8.5,7.5,8.5,8,8.3,8.4,/images/YBN_University.png
"Ranchi Women's College, Ranchi ",Jharkhand,Commerce,"2,350","2,850",7.4,8,7,8.1,7.1,6.9,7.5,"/images/Ranchi_Women's_College,_Ranchi.png"
"RKDF University, Ranchi ",Jharkhand,Commerce,"32,000","30,000",--,--,--,--,--,--,--,"/images/RKDF_University,_Ranchi.png"
Jharkhand Rai University ,Jharkhand,Commerce,--,--,7.7,8,7.5,8.8,7.3,6.9,7.8,/images/Jharkhand_Rai_University.png
"Nirmala College, Ranchi ",Jharkhand,Commerce,"17,000",--,8.5,9.2,8.1,8.9,8.7,7.3,8.8,"/images/Nirmala_College,_Ranchi.png"
Nilamber Pitamber University ,Jharkhand,Commerce,--,--,8.5,9,7.7,8.6,8.7,8.3,8.6,/images/Nilamber_Pitamber_University.png
Netaji Subhas University ,Jharkhand,Commerce,"40,000","50,000",9,9.5,9.4,8.7,9.2,8.5,8.7,/images/Netaji_Subhas_University.png
"Sai Nath University, Ranchi ",Jharkhand,Commerce,"5,000","10,000",6.8,7.4,6.7,6.8,6.9,6.9,6.3,"/images/Sai_Nath_University,_Ranchi.png"
Radha Govind University ,Jharkhand,Commerce,"6,000","9,000",8.6,8.9,8,8.7,8.9,8.4,8.5,/images/Radha_Govind_University.png
"Arka Jain University, Jamshedpur ",Jharkhand,Commerce,"3,00,000","58,000",8.1,8.1,7.7,8.1,8,7.5,9,"/images/Arka_Jain_University,_Jamshedpur.png"
"Amity University, Ranchi ",Jharkhand,Commerce,"76,000",--,7.8,8.2,7.5,8.5,7.2,7,8.2,"/images/Amity_University,_Ranchi.png"
Usha Martin University ,Jharkhand,Commerce,"1,06,000","36,000",7.6,8.5,6.5,8.8,6.8,7.9,7.1,/images/Usha_Martin_University.png
Doranda College ,Jharkhand,Commerce,745,"2,134",6.3,6.8,5.3,7.3,6.7,5,6.5,/images/Doranda_College.png
"ICFAI University, Ranchi ",Jharkhand,Commerce,"50,000",--,7.2,7.8,6.1,8.6,6.4,6.7,7.4,"/images/ICFAI_University,_Ranchi.png"
Sarala Birla University ,Jharkhand,Commerce,"46,800","42,200",8.5,8.6,8.3,8.4,8.8,8.4,8.2,/images/Sarala_Birla_University.png
"Marwari College, Ranchi ",Jharkhand,Commerce,"2,631","4,060",6.9,8.1,5.2,7.9,6.8,6.9,6.7,"/images/Marwari_College,_Ranchi.png"
Capital University ,Jharkhand,Commerce,"1,10,000",--,8.2,8.3,8.1,8,8.3,8.1,8.1,/images/Capital_University.png
Ramchandra Chandravansi University ,Jharkhand,Commerce,"6,000",--,5.7,7,--,--,6,4,--,/images/Ramchandra_Chandravansi_University.png
"Coxtan Administrative & Management College, Dhanbad ",Jharkhand,Commerce,"12,000","20,000",--,--,--,--,--,--,--,"/images/Coxtan_Administrative_&_Management_College,_Dhanbad.png"
"Annada College, Hazaribagh ",Jharkhand,Commerce,"4,720",--,6.9,8.1,5.3,7.4,7.3,6.2,7.2,"/images/Annada_College,_Hazaribagh.png"
"B.S.K. College, Barharwa, Sahibganj ",Jharkhand,Commerce,--,--,6.8,8.2,5.8,8.3,7,4.2,7.5,"/images/B.S.K._College,_Barharwa,_Sahibganj.png"
"Gossner College, Ranchi ",Jharkhand,Commerce,"28,020",--,7.2,7.8,6.3,8.2,7.6,5.8,7.4,"/images/Gossner_College,_Ranchi.png"
Jagannath Jain College ,Jharkhand,Commerce,568,--,7.6,8.8,6.4,8.8,8.6,4.8,8.4,/images/Jagannath_Jain_College.png
"Jamshedpur Women's College, Jamshedpur ",Jharkhand,Commerce,"4,150","2,240",7.4,7.8,7.4,7.6,7.3,7.2,6.9,"/images/Jamshedpur_Women's_College,_Jamshedpur.png"
"KB Women's College, Hazaribagh ",Jharkhand,Commerce,"3,180",--,8.5,9,9,8,9,7.5,8.5,"/images/KB_Women's_College,_Hazaribagh.png"
Karim City College ,Jharkhand,Commerce,"27,500","3,060",7.4,7.9,6.4,8.4,7.6,6.1,8.1,/images/Karim_City_College.png
"PK Roy Memorial College, Dhanbad ",Jharkhand,Commerce,"2,822",960,6.4,7.1,5.4,7.1,6.8,5.2,6.6,"/images/PK_Roy_Memorial_College,_Dhanbad.png"
"Faculty of Management Sciences and Liberal Arts, ",Himachal pradesh,Commerce,"94,556",--,8.9,8.4,8.3,9.3,8.9,9,9.5,"/images/Faculty_of_Management_Sciences_and_Liberal_Arts,.png"
"St Bede's College, Shimla ",Himachal pradesh,Commerce,"35,450","34,450",7.9,8.3,8.3,7.7,8.5,7.1,7.6,"/images/St_Bede's_College,_Shimla.png"
Indus International University ,Himachal pradesh,Commerce,"45,000",--,6.8,8,7,7,6,7,6,/images/Indus_International_University.png
Dr YS Parmar University of Horticulture and ,Himachal pradesh,Commerce,"75,800",--,7.9,8.6,8.5,8.4,8.1,5.3,8.2,/images/Dr_YS_Parmar_University_of_Horticulture_and.png
Indian Institute of Management ,Himachal pradesh,Commerce,--,--,8.7,8.5,8.6,8.8,8.8,8.8,8.8,/images/Indian_Institute_of_Management.png
Maharishi Markandeshwar ,Himachal pradesh,Commerce,"76,000",--,8.6,9,8.2,8.9,8.2,8.4,8.9,/images/Maharishi_Markandeshwar.png
Eternal University ,Himachal pradesh,Commerce,"63,000",--,7.5,7.4,7.1,7.8,8.2,7.1,7.4,/images/Eternal_University.png
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Commerce,"74,123",--,7.1,6.7,6.9,7.2,7.3,7,7.7,/images/Baddi_University_of_Emerging_Sciences_and_Technologies.png
IEC University Baddi ,Himachal pradesh,Commerce,"53,600",--,7.6,7.5,7.5,7.4,7.7,8,7.5,/images/IEC_University_Baddi.png
Career Point University ,Himachal pradesh,Commerce,"30,000","40,000",7.5,7.5,7.4,7,7.6,6.6,8.6,/images/Career_Point_University.png
Sri Sai University ,Himachal pradesh,Commerce,"40,000","45,000",7.4,7.3,6.3,8.2,7.7,6.8,8,/images/Sri_Sai_University.png
"Arni University, Kangra ",Himachal pradesh,Commerce,"2,00,000","30,000",8,8.2,7.4,8.1,8.4,7.7,8.4,"/images/Arni_University,_Kangra.png"
Bahra University ,Himachal pradesh,Commerce,"44,400",--,7.6,7.8,7.5,8,7.7,7,7.6,/images/Bahra_University.png
Maharaja Agrasen University ,Himachal pradesh,Commerce,"56,000","65,000",7.5,7.7,7.5,7.6,8.7,7,6.2,/images/Maharaja_Agrasen_University.png
